candidate_id,name,email,phone,experience_years,experience_level,education,certifications
338,Nathan Bennett,nathan.bennett8173@gmail.com,883.228.9135x7769,0,entry,Bachelor's in Cybersecurity,
339,Mason Miller,mason.miller213@hotmail.com,546-692-4619,5,mid,Master's in Computer Science,"CompTIA Security+, CompTIA A+, CompTIA CySA+"
340,Brittany Figueroa,brittany.figueroa3190@yahoo.com,3246623565,5,mid,Bachelor's in Network Engineering,"CompTIA A+, CompTIA Security+, CompTIA CySA+"
341,Gerald Schroeder,gerald.schroeder8714@hotmail.com,662-848-2849x113,3,mid,Bachelor's in Computer Science,"CompTIA Network+, CompTIA A+"
342,Natalie Martin,natalie.martin6577@gmail.com,935-251-7381,2,entry,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+"
343,Catherine Watson,catherine.watson3585@gmail.com,283.473.5144x19957,2,entry,Bachelor's in Network Engineering,"CompTIA A+, GIAC Security Essentials (GSEC)"
344,Janet Monroe,janet.monroe5160@hotmail.com,+1-416-418-7962,5,mid,Master's in Computer Science,"CompTIA A+, CompTIA Network+, CEH"
345,Valerie Rodriguez,valerie.rodriguez9933@yahoo.com,988.775.2665,1,entry,Bachelor's in Cybersecurity,CompTIA A+
346,Barbara Allison,barbara.allison5442@hotmail.com,001-607-385-7692x3190,4,mid,Master's in Information Security,"CompTIA Network+, CompTIA Security+, CompTIA CySA+"
347,Kathy Christensen,kathy.christensen1989@hotmail.com,(404)376-4306,3,mid,Bachelor's in Information Technology,"CompTIA Network+, GIAC Security Essentials (GSEC)"
348,Wendy Gardner,wendy.gardner6768@yahoo.com,391-619-1245,2,entry,Bachelor's in Network Engineering,"CompTIA A+, CompTIA Network+"
349,Melvin Johnson,melvin.johnson595@gmail.com,489-236-7317,5,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CompTIA CySA+"
350,Amanda King,amanda.king5922@gmail.com,(647)690-4356x367,3,mid,Associate's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC)"
351,Kimberly Richmond,kimberly.richmond543@gmail.com,349-326-3249x68270,5,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA Network+, CompTIA CySA+"
352,Jared King,jared.king7918@yahoo.com,(451)435-0705x251,4,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, Offensive Security Certified Professional (OSCP)"
353,George Hancock,george.hancock48@gmail.com,(731)571-6549,4,mid,Associate's in Cybersecurity,"CompTIA Network+, CompTIA A+, GIAC Certified Incident Handler (GCIH)"
354,Jessica Jones,jessica.jones7434@hotmail.com,359.596.0513,5,mid,Bachelor's in Network Engineering,"CompTIA Network+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
355,Brad Cervantes,brad.cervantes4316@gmail.com,(406)808-1091x94227,6,mid,Bachelor's in Information Technology,"CompTIA A+, CompTIA Network+, CEH, CISM"
356,Maureen Kelly,maureen.kelly2465@gmail.com,266-693-0610,4,mid,Master's in Information Security,"CompTIA Network+, CompTIA Security+, Offensive Security Certified Professional (OSCP)"
357,Eileen Peters,eileen.peters3916@gmail.com,714-541-2454x1736,4,mid,Bachelor's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC), CEH"
358,Debra Barrett,debra.barrett1463@yahoo.com,328-433-1411x4822,2,entry,Bachelor's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC)"
359,Stuart May,stuart.may2500@gmail.com,+1-964-685-4368,3,mid,Master's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC)"
360,Mark Baker,mark.baker1502@yahoo.com,798-296-0061,3,mid,Bachelor's in Information Technology,"CompTIA A+, CompTIA Security+"
361,Carrie Figueroa,carrie.figueroa4287@yahoo.com,+1-387-242-7847x60464,1,entry,Bachelor's in Computer Science,CompTIA A+
362,Mary Davis,mary.davis7195@hotmail.com,+1-734-643-8976x194,4,mid,Bachelor's in Computer Science,"CompTIA A+, CompTIA Security+, CompTIA CySA+"
363,Beth Cannon,beth.cannon590@yahoo.com,398.928.8491,2,entry,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA A+"
364,Lucas Rivera,lucas.rivera1249@hotmail.com,(204)546-8932,2,entry,Master's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC)"
365,Kimberly Robinson,kimberly.robinson3697@gmail.com,4189166463,3,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+"
366,Stephanie Martinez,stephanie.martinez5689@gmail.com,(861)462-6734x530,3,mid,Bachelor's in Network Engineering,"CompTIA Network+, CompTIA A+"
367,Fred Gillespie,fred.gillespie9650@gmail.com,001-924-459-9838x2680,8,senior,Master's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP), CISSP"
368,Adam Taylor,adam.taylor7908@yahoo.com,882.523.3271x306,2,entry,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA A+"
369,Christopher Meyer,christopher.meyer2507@yahoo.com,2445992666,2,entry,Bachelor's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC)"
370,Zachary Huynh,zachary.huynh6082@gmail.com,301-277-4033x49537,4,mid,Bachelor's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CompTIA CySA+"
371,David Freeman,david.freeman7788@hotmail.com,001-221-788-8380,0,entry,Bachelor's in Computer Science,
372,Maria Morris,maria.morris8004@yahoo.com,648-322-0494,0,entry,Associate's in Cybersecurity,
373,Andrea Macdonald,andrea.macdonald3545@gmail.com,+1-901-550-8219x12325,2,entry,Master's in Computer Science,"CompTIA Network+, CompTIA Security+"
374,Chelsey Weeks,chelsey.weeks635@gmail.com,9916167393,6,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Network+, CISM, CISSP"
375,Robert Webb,robert.webb6379@gmail.com,748-282-9604x715,4,mid,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
376,Alexander Rice,alexander.rice5998@gmail.com,+1-996-602-1513x4410,8,senior,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, CEH, CISA"
377,Noah Holloway,noah.holloway789@gmail.com,8472451738,1,entry,Master's in Cybersecurity,CompTIA Security+
378,Christina Medina,christina.medina8669@gmail.com,(844)288-6952,5,mid,Associate's in Cybersecurity,"CompTIA Security+, CompTIA Network+, CompTIA CySA+"
379,Danielle Costa,danielle.costa8524@yahoo.com,227.697.8021,2,entry,Bachelor's in Information Technology,"GIAC Security Essentials (GSEC), CompTIA Network+"
380,Kathryn Smith,kathryn.smith629@yahoo.com,923.619.4570x4154,5,mid,Bachelor's in Network Engineering,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM"
381,Ronald Flynn,ronald.flynn4520@yahoo.com,+1-668-539-7550x87512,2,entry,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Security+"
382,Michele Ross,michele.ross881@hotmail.com,419-879-9066x2353,3,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Security+"
383,Tammy Phillips,tammy.phillips7392@gmail.com,(874)793-5439,8,senior,Bachelor's in Computer Science,"CompTIA Security+, CompTIA A+, Offensive Security Certified Professional (OSCP), CEH"
384,Jose Rowland,jose.rowland8377@gmail.com,+1-557-879-4958x3846,6,mid,Master's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC), CEH, CISM"
385,Angela Thompson,angela.thompson6601@hotmail.com,001-808-580-0872x454,3,mid,Master's in Information Security,"CompTIA Network+, GIAC Security Essentials (GSEC)"
386,Blake Morrison,blake.morrison9895@yahoo.com,471-282-7048,5,mid,Bachelor's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
387,Nathan Martinez,nathan.martinez9648@yahoo.com,935.441.4311x5941,3,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Network+"
388,Elizabeth Choi,elizabeth.choi5459@hotmail.com,368-943-0858,4,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
389,Mary Rodriguez,mary.rodriguez1167@hotmail.com,9006543759,4,mid,Bachelor's in Information Technology,"CompTIA Security+, GIAC Security Essentials (GSEC), CISSP"
390,Kaitlyn Thomas,kaitlyn.thomas9492@hotmail.com,5725657207,4,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, CISA"
391,Julie Hernandez,julie.hernandez8438@yahoo.com,972.326.3797x8101,8,senior,Bachelor's in Network Engineering,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM, CISSP"
392,Christina Fisher,christina.fisher8147@hotmail.com,(663)907-3461x1181,5,mid,Bachelor's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CompTIA CySA+"
393,Ryan Young,ryan.young8659@gmail.com,609-884-1483x297,5,mid,Master's in Computer Science,"CompTIA A+, CompTIA Security+, CompTIA CySA+"
394,Dustin Romero,dustin.romero894@hotmail.com,+1-286-730-1702x1214,4,mid,Master's in Computer Science,"CompTIA Network+, CompTIA A+, CISA"
395,Elizabeth Clements,elizabeth.clements5126@hotmail.com,(874)716-1941x0031,5,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+, Offensive Security Certified Professional (OSCP)"
396,Sarah Hernandez,sarah.hernandez222@hotmail.com,5508137143,4,mid,Master's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC), CISSP"
397,Harry Landry,harry.landry1892@gmail.com,001-711-333-1407,5,mid,Bachelor's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM"
398,Tracy Brandt,tracy.brandt3646@yahoo.com,+1-429-286-1173x4053,5,mid,Master's in Computer Science,"CompTIA Network+, CompTIA A+, CEH"
399,Jonathan Washington,jonathan.washington6240@yahoo.com,759.942.7914x608,3,mid,Bachelor's in Cybersecurity,"CompTIA Security+, CompTIA Network+"
400,Kari Taylor,kari.taylor6682@yahoo.com,448.212.8824x13189,5,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CISSP"
401,Craig Lee,craig.lee2371@gmail.com,(881)340-7809x85580,4,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Network+, Offensive Security Certified Professional (OSCP)"
402,Zachary Montgomery,zachary.montgomery9563@hotmail.com,(360)217-6240x98113,5,mid,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH)"
403,Sherry Myers,sherry.myers9834@yahoo.com,(527)617-8892x569,4,mid,Associate's in Cybersecurity,"CompTIA Security+, CompTIA A+, CISA"
404,Michael Wilson,michael.wilson7415@hotmail.com,(858)515-8505,3,mid,Master's in Information Security,"CompTIA Security+, CompTIA A+"
405,Rebecca Liu,rebecca.liu5552@hotmail.com,928-473-0924x7908,5,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
406,Matthew Hill,matthew.hill9049@yahoo.com,+1-342-529-2155x18634,1,entry,Associate's in Cybersecurity,CompTIA A+
407,Crystal Henderson,crystal.henderson1063@hotmail.com,+1-465-248-3733x0572,4,mid,Bachelor's in Network Engineering,"CompTIA Network+, CompTIA A+, GIAC Certified Incident Handler (GCIH)"
408,Lori Washington,lori.washington1138@hotmail.com,+1-368-918-0859x43099,5,mid,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA A+, CISA"
409,Scott Weaver,scott.weaver6496@gmail.com,2495967366,6,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA Network+, Offensive Security Certified Professional (OSCP), CISM"
410,Barbara Brown,barbara.brown7032@gmail.com,698.390.5708x8002,6,mid,Associate's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CISM, CISA"
411,Alyssa Bryant,alyssa.bryant3395@gmail.com,315.305.8974,5,mid,Associate's in Cybersecurity,"CompTIA Security+, CompTIA Network+, CISM"
412,Nicholas Sanchez,nicholas.sanchez9373@hotmail.com,207.374.0731,5,mid,Bachelor's in Information Technology,"CompTIA Security+, CompTIA Network+, CISA"
413,Dwayne Hampton,dwayne.hampton7626@hotmail.com,478-268-8196,6,mid,Master's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), CISSP, GIAC Certified Incident Handler (GCIH)"
414,Holly Flores,holly.flores8774@hotmail.com,001-594-401-9831x728,7,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA A+, CISSP, Offensive Security Certified Professional (OSCP)"
415,Ronald Martinez,ronald.martinez5312@gmail.com,(286)879-3576,8,senior,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, CEH, CISSP"
416,Katie Cox,katie.cox5829@gmail.com,327-867-2107x5723,9,senior,Bachelor's in Information Technology,"CompTIA Network+, CompTIA A+, GIAC Certified Incident Handler (GCIH), CISA"
417,Kristina Fisher,kristina.fisher3661@yahoo.com,4409344862,5,mid,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), CISA"
418,Carly Shelton,carly.shelton3686@yahoo.com,4207117772,4,mid,Bachelor's in Network Engineering,"CompTIA A+, CompTIA Network+, CompTIA CySA+"
419,Rebekah Beasley,rebekah.beasley185@gmail.com,(952)635-8575,7,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CEH, GIAC Certified Incident Handler (GCIH)"
420,Joseph Carpenter,joseph.carpenter4933@yahoo.com,8823109417,5,mid,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA A+, GIAC Certified Incident Handler (GCIH)"
421,Paul Campbell,paul.campbell4416@gmail.com,(972)310-9223,1,entry,Master's in Computer Science,CompTIA A+
422,Andrew Stevens,andrew.stevens219@hotmail.com,001-773-894-6763x675,6,mid,Master's in Computer Science,"CompTIA Network+, CompTIA A+, GIAC Certified Incident Handler (GCIH), CISA"
423,Samantha Jordan,samantha.jordan5176@yahoo.com,001-961-941-2724x549,6,mid,Master's in Computer Science,"CompTIA A+, CompTIA Security+, CompTIA CySA+, CEH"
424,Maria Phelps,maria.phelps3322@yahoo.com,461-803-4878,5,mid,Bachelor's in Information Technology,"CompTIA A+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH)"
425,Caitlin Butler,caitlin.butler3923@hotmail.com,(647)398-4465x737,5,mid,Master's in Computer Science,"CompTIA Network+, CompTIA A+, CISSP"
426,Shawn Brown,shawn.brown5850@yahoo.com,533.812.9642x7393,1,entry,Bachelor's in Network Engineering,CompTIA Security+
427,Samantha Walton,samantha.walton744@hotmail.com,(633)527-4145,9,senior,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, CEH, CISA"
428,Jonathan Carter,jonathan.carter5726@hotmail.com,(466)261-1571,4,mid,Master's in Computer Science,"CompTIA Security+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP)"
429,Glen Harrison,glen.harrison426@hotmail.com,001-594-426-8124,5,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
430,Amy Williams,amy.williams3681@hotmail.com,841-794-7808x60741,5,mid,Master's in Information Security,"CompTIA Network+, CompTIA A+, GIAC Certified Incident Handler (GCIH)"
431,Marilyn Wright,marilyn.wright2855@gmail.com,+1-499-656-9360x897,6,mid,Master's in Cybersecurity,"CompTIA Security+, CompTIA Network+, GIAC Certified Incident Handler (GCIH), CISM"
432,Kimberly Cardenas,kimberly.cardenas9784@yahoo.com,001-214-851-4374x97540,1,entry,Bachelor's in Computer Science,CompTIA Network+
433,Natalie Ryan,natalie.ryan8089@yahoo.com,001-957-296-8662x974,3,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+"
434,Corey Peterson,corey.peterson2688@hotmail.com,001-961-948-4054x693,6,mid,Master's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP), CISSP"
435,Brandon Terry,brandon.terry7532@hotmail.com,(345)259-5321x5837,4,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, Offensive Security Certified Professional (OSCP)"
436,Joseph West,joseph.west8902@yahoo.com,+1-967-792-3034,5,mid,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC), CEH"
437,Robert Bennett,robert.bennett4828@gmail.com,371.709.3796,3,mid,Master's in Cybersecurity,"CompTIA Security+, CompTIA A+"
438,Amanda Pena,amanda.pena4862@gmail.com,001-494-546-2803x56337,5,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+, CISA"
439,Kelsey Sanchez,kelsey.sanchez2115@gmail.com,2553624879,3,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+"
440,Cindy Reeves,cindy.reeves5014@yahoo.com,342-712-5915x82288,1,entry,Bachelor's in Cybersecurity,CompTIA A+
441,Nathan Solis,nathan.solis9690@gmail.com,+1-281-668-6957x3559,5,mid,Master's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC), CISA"
442,Eugene Gardner,eugene.gardner6456@hotmail.com,338-494-0259x550,1,entry,Bachelor's in Cybersecurity,GIAC Security Essentials (GSEC)
443,Patrick Diaz,patrick.diaz4204@hotmail.com,001-937-676-6439x55456,6,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISSP, CompTIA CySA+"
444,Shawn Phillips,shawn.phillips9673@yahoo.com,361.833.8438x145,4,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA Security+, CISA"
445,Sarah Moore,sarah.moore5050@hotmail.com,548-775-8395,5,mid,Master's in Information Security,"CompTIA A+, CompTIA Network+, CEH"
446,Jeffrey Fowler,jeffrey.fowler7244@gmail.com,845-959-5131x80729,3,mid,Bachelor's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC)"
447,Dorothy Jimenez,dorothy.jimenez9227@yahoo.com,4578493169,3,mid,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC)"
448,Betty Gray,betty.gray5796@gmail.com,573-632-0281x70657,6,mid,Bachelor's in Cybersecurity,"CompTIA Security+, CompTIA Network+, GIAC Certified Incident Handler (GCIH), Offensive Security Certified Professional (OSCP)"
449,Jacqueline Kennedy,jacqueline.kennedy6431@yahoo.com,(336)362-4194,4,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Security+, CEH"
450,Heather Hebert,heather.hebert3390@gmail.com,788-821-3466x435,3,mid,Bachelor's in Information Technology,"CompTIA A+, CompTIA Security+"
451,James Kennedy,james.kennedy5032@gmail.com,(970)806-2414x56523,7,mid,Bachelor's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP), CISM"
452,Sandra Bennett,sandra.bennett4615@yahoo.com,684-512-6660,4,mid,Master's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), CISA"
453,Erik Simmons,erik.simmons3135@hotmail.com,001-508-939-9678x035,3,mid,Bachelor's in Network Engineering,"CompTIA A+, CompTIA Network+"
454,Allison Brown,allison.brown5191@gmail.com,599.283.3212,5,mid,Master's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), CEH"
455,Janice Lawrence,janice.lawrence3869@yahoo.com,(874)929-8009x7899,6,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CompTIA CySA+, CISA"
456,Larry Copeland,larry.copeland678@hotmail.com,001-891-528-6241x58783,6,mid,Master's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH), CEH"
457,Anthony Hill,anthony.hill2006@gmail.com,537-645-2718x230,4,mid,Bachelor's in Network Engineering,"CompTIA A+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP)"
458,Helen Mahoney,helen.mahoney1592@gmail.com,(850)577-2322x6395,6,mid,Master's in Computer Science,"CompTIA A+, CompTIA Security+, CISM, GIAC Certified Incident Handler (GCIH)"
459,Michael Hamilton,michael.hamilton7477@yahoo.com,+1-496-548-6608x7040,3,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+"
460,Shannon Price,shannon.price3224@hotmail.com,(472)291-9641x608,4,mid,Associate's in Cybersecurity,"CompTIA Network+, CompTIA A+, CompTIA CySA+"
461,Leslie Johns,leslie.johns2323@yahoo.com,618-756-4134x2813,10,senior,Master's in Information Security,"CompTIA A+, CompTIA Network+, CompTIA CySA+, GIAC Certified Incident Handler (GCIH)"
462,Natalie Hahn,natalie.hahn715@hotmail.com,001-731-974-3364x189,8,senior,Bachelor's in Computer Science,"CompTIA Security+, CompTIA Network+, Offensive Security Certified Professional (OSCP), CEH"
463,Stacy Graham,stacy.graham9375@gmail.com,9386099800,11,senior,Master's in Computer Science,"CompTIA A+, CompTIA Security+, Offensive Security Certified Professional (OSCP), CEH"
464,Arthur Payne,arthur.payne2759@gmail.com,+1-682-495-3916x447,8,senior,Master's in Cybersecurity,"CompTIA Security+, CompTIA A+, CISM, GIAC Certified Incident Handler (GCIH)"
465,Anthony Hernandez,anthony.hernandez5130@hotmail.com,001-863-578-9720x7939,7,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, CEH, GIAC Certified Incident Handler (GCIH)"
466,Jonathan Howell,jonathan.howell5752@yahoo.com,(546)336-5176x0119,9,senior,Master's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC), CISSP, CEH"
467,Jennifer Price,jennifer.price8126@gmail.com,(994)347-2373,6,mid,Bachelor's in Information Technology,"CompTIA Network+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH), CEH"
468,Christina Wolf,christina.wolf7218@gmail.com,001-430-557-1836,10,senior,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM, CEH"
469,Peter Meyers,peter.meyers6199@yahoo.com,(283)361-5006x458,9,senior,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CISM, CISSP"
470,Cynthia Whitney,cynthia.whitney6225@yahoo.com,+1-515-663-0981,11,senior,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, Offensive Security Certified Professional (OSCP), CEH"
471,Karen Carpenter,karen.carpenter9746@yahoo.com,9073011733,7,mid,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA Network+, CISM, CISA"
472,Tina Mays,tina.mays3139@gmail.com,914-494-7476,9,senior,Master's in Computer Science,"CompTIA Security+, CompTIA Network+, CISA, Offensive Security Certified Professional (OSCP)"
473,Dale Baldwin,dale.baldwin4406@hotmail.com,477.699.6470,11,senior,Master's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP), GIAC Certified Incident Handler (GCIH)"
474,Kathryn Brown,kathryn.brown5615@yahoo.com,459-461-9383x6227,7,mid,Bachelor's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC), CompTIA CySA+, CISA"
475,Helen Hardy,helen.hardy5990@hotmail.com,521.240.9940x480,7,mid,Master's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), CISSP, Offensive Security Certified Professional (OSCP)"
476,Pamela Gordon,pamela.gordon2222@gmail.com,207.880.2103x0653,13,senior,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA A+, CISSP, Offensive Security Certified Professional (OSCP)"
477,Jason Burnett,jason.burnett9282@gmail.com,001-529-886-9609x0211,8,senior,Master's in Cybersecurity,"CompTIA Security+, CompTIA A+, Offensive Security Certified Professional (OSCP), CompTIA CySA+"
478,Brian Campbell,brian.campbell8277@gmail.com,(950)247-2493,10,senior,Master's in Information Security,"CompTIA Security+, CompTIA A+, GIAC Certified Incident Handler (GCIH), CompTIA CySA+"
479,Gabriela Wilson,gabriela.wilson45@hotmail.com,690.851.8590x92358,6,mid,Bachelor's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CISM, CISA"
480,Randall Miller,randall.miller9585@yahoo.com,+1-516-807-5304x22544,11,senior,Master's in Cybersecurity,"CompTIA Security+, CompTIA A+, Offensive Security Certified Professional (OSCP), CompTIA CySA+"
481,Tracy Jones,tracy.jones8578@hotmail.com,4748750375,9,senior,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA A+, CISA, Offensive Security Certified Professional (OSCP)"
482,Samantha Campbell,samantha.campbell7898@gmail.com,+1-766-274-6614x58868,9,senior,Master's in Cybersecurity,"CompTIA A+, CompTIA Network+, CISA, CompTIA CySA+"
483,Amanda Serrano,amanda.serrano2061@yahoo.com,716.337.2248x167,11,senior,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, CEH, CompTIA CySA+"
484,Jenna Parks,jenna.parks8134@gmail.com,335-358-6430x626,8,senior,Bachelor's in Network Engineering,"CompTIA A+, GIAC Security Essentials (GSEC), CISSP, Offensive Security Certified Professional (OSCP)"
485,Lucas Walker,lucas.walker8856@gmail.com,(411)321-5149x3253,12,senior,Bachelor's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISSP, Offensive Security Certified Professional (OSCP)"
486,Valerie Wilson,valerie.wilson1190@yahoo.com,(866)464-3695x06296,7,mid,Master's in Computer Science,"CompTIA Network+, CompTIA Security+, CISA, CompTIA CySA+"
487,Frank Lane,frank.lane7164@yahoo.com,+1-707-792-3537x800,7,mid,Master's in Cybersecurity,"CompTIA Security+, CompTIA A+, CEH, CISSP"
488,Willie Wagner,willie.wagner4352@yahoo.com,001-272-258-0369,7,mid,Bachelor's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CompTIA CySA+, CEH"
489,Shaun Banks,shaun.banks307@hotmail.com,001-299-851-2379x6509,6,mid,Bachelor's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM, CISSP"
490,Carla Miller,carla.miller5864@yahoo.com,550-445-6765x98349,3,mid,Bachelor's in Information Technology,"CompTIA A+, CompTIA Network+"
491,Cassandra Silva,cassandra.silva3016@hotmail.com,357.356.1810x34692,5,mid,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH)"
492,Anthony Lewis,anthony.lewis6763@yahoo.com,6262401976,5,mid,Master's in Computer Science,"CompTIA A+, CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
493,Regina Beltran,regina.beltran1245@gmail.com,001-844-959-8770x1906,5,mid,Bachelor's in Information Technology,"CompTIA Network+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH)"
494,Adam Taylor,adam.taylor8775@hotmail.com,001-512-376-5536,6,mid,Bachelor's in Information Technology,"CompTIA Security+, CompTIA A+, CISM, Offensive Security Certified Professional (OSCP)"
495,Kathryn Harris,kathryn.harris4247@yahoo.com,365.626.6970,7,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, CISA, GIAC Certified Incident Handler (GCIH)"
496,Samantha Brandt,samantha.brandt8086@hotmail.com,440.838.6952,4,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+, CISA"
497,Scott Fields,scott.fields9203@yahoo.com,(770)748-5010,3,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Network+"
498,Crystal Pace,crystal.pace303@hotmail.com,356-782-1418x0326,4,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Network+, Offensive Security Certified Professional (OSCP)"
499,Monica Kane,monica.kane5619@yahoo.com,(345)683-8559x65437,7,mid,Master's in Computer Science,"CompTIA Security+, CompTIA Network+, CISSP, CISA"
